prediction,actual
"by michele mcphee daily news police bureau chief

monday, november 24th 2003, 1:03am

they strut the streets of chinatown and flushing in packs, knives secreted in satin jackets, biceps tattooed with dragons. these kids are mostly into gang assaults right now, but we know they are organizing and the larger gangs have an eye on them."" ""there have not been an alarming number of incidents involving them,"" tartaglia said. "" but the daily news has learned that the nypd is forming an asian-crime task force to deal with the gang and an influx of criminal activity in the immigrant chinese community. and a dozen lawyers, restaurant owners and doctors with offices in chinatown have been the victims of violent push-in robberies in recent months. there are a lot of stories about them,"" said eddie donis, 15, who was stabbed in the stomach and underwent surgery to remove part of his damaged intestines.","they strut the streets of chinatown and flushing in packs, knives secreted in satin jackets, biceps tattooed with dragons. the teen thugs call themselves ""a-e""for american eagles or asian empire, and they mark a resurgence of organized chinese street gangs. ""this is the first new asian gang we've seen since all the heads of the flying dragons and ghost shadows went to jail,""said one"
"new york - jamie dimon, chairman and chief executive of jpmorgan chase, used his annual letter to shareholders to rail against “contrived’’ and confusing financial rules that he said may stymie lending. dimon called a cap on debit card transaction fees, a provision of the dodd-frank act, “price-fixing by the government that will have the unfortunate consequence of leaving millions of americans unbanked.’’ “but the result of the financial reform has not been intelligent design,’’ he wrote. “ dimon said big businesses tend to not get enough credit for creating jobs in the united states.","jamie dimon, chairman and chief executive officer of jpmorgan chase, used his annual letter to shareholders to rail against “contrived’’ and confusing financial rules that he said may stymie lending."
"inside the darkened shell of the original filene’s store, debra taylor blair glimpsed the beginning of a new life for downtown boston. the kensington, an apartment tower being constructed near where chinatown meets downtown crossing, will feature a pool, solarium, and yoga lounge. more than 600 housing units are under construction at the edge of what was once the combat zone. city officials are hoping the wave of construction brings much-needed retail staples, such as a supermarket, as well as stores that don’t currently operate in the area. a former barnes & noble bookstore is ­also available across the street, and the owners of lafayette city center are planning to convert part of the office complex into retail space. during the recent real estate tour, several brokers said they are beginning to recommend that clients look for properties downtown. “we’re finding a greater awareness of all the things going on in this part of the city,” said wayne lopez, the building’s sales director. “","promised for years, the revitalization of the city’s long-struggling downtown is finally underway, with construction of new residential towers transforming the largely commercial area into a full-blown neighborhood. the supply of housing is planned to double to more than 10,000 units in coming years, according to the boston redevelopment authority, which is also seeing a sudden influx of new retail shops and restaurants."
"chris hansen, the arena investor who wants to bring the nba and nhl to town, says seattle is one of the best -- if not the best -- cities in the country in which to start up two more teams. ""this does not necessarily mean,"" he added, ""that seattle cannot handle two more teams. but it does suggest that the marketing of the basketball and hockey teams might be more difficult than currently presumed."" ""the fact that sports traffic affects sodo is reflected in the data,"" said doug macdonald, former washington state secretary of transportation, who did his own analysis of potential arena traffic. that would happen between 71 and 101 times per year -- depending on whether the nba, nhl or wnba teams made their respective playoffs. the port should clarify, he said, how shipping traffic might be affected if most cargo loading and unloading stops at 4:30 p.m. hansen has said arena traffic wouldn't be an issue for the port because most games wouldn't start until 7 p.m.

meanwhile, conway said, seattle's shipping industry is facing steeper competition from other ports and could be under threat by the widening of the panama canal. under the agreement, the city and county would contribute $200 million total, obtained via bonds, to the arena project if hansen can nail down both an nba and nhl team. if only an nba team is involved, the city would contribute $115 million and the county would front just $5 million. but beyers said it is still unknown how a new sports arena with two new teams would affect the economy of the entire region. much of the money generated would go to a handful of high-paid professional athletes, to hansen's ownership group and to the city of seattle. ""clearly, this project is a winner for the city of seattle tax revenue stream, as the admission tax would be a large gain to city revenues,"" beyers wrote in his presentation to the county council. "" nick eaton can be reached at 206-448-8125 or nickeaton@seattlepi.com. visit seattlepi.com's home page for more seattle news.","<p>chris hansen, the arena investor who wants to bring the nba and nhl to town, says seattle is one of the best -- if not the best -- cities in the country in which to start up two more teams. but an expert panelist for the king county council says seattle is  actually the third-worst city in the country for adding two more teams.</p>"
"acquia, a burlington company that sells software and services for web publishers and e-commerce businesses, looks like it’s taking another step on the road to an initial public offering. acquia helps clients set up and run websites on the drupal publishing system. komola’s experience at staples, one of the larger online sellers in the united states, will help the company as it continues to seek more e-commerce business, erickson said. “","the company has appointed christine komola, the chief financial officer of staples inc., to its board of directors. komola also will be the first chairwoman of acquia’s audit committee."
"a 380kg welsh woman, who was once dubbed “the fattest teenager in britain”, had to be lifted from her house in a crane so paramedics could rush her to hospital for vital treatment. georgia davis, 22, was taken from her flat in aberdare, southwest of cardiff, yesterday in a seven-hour operation that involved firefighters, police and paramedics. part of a wall was removed and paramedics used a specially designed stretcher to move her out. ms davis has battled the bulge for much of her life and was sent to fat camp in 2008 after her weight ballooned out to 63 stone – 400kg.","a 380kg welshwoman, who was once dubbed &ldquo;the fattest teenager in britain&rdquo;, had to be lifted from her house in a crane so paramedics could rush her to hospital for vital treatment."
"bill madison's office at the dispute resolution center boasts five pictures and ornaments depicting an emaciated don quixote riding into the thick of the human muddle on top of his dilapidated steed, rocinante. madison is talking about the need for the mediators to create ''a supportive climate'' when the bout of sociologese is interrupted by shouting and cursing in the corridor. the three are sent back to the waiting area after a little talk on restraint. if they're fighting and fussing in the hallway we haven't done our job,'' the director says. the room is bare except for a folding table and three chairs. hans badgered her to vacate her rent controlled apartment in his queens building so he could install his mother-in-law in it. hans says she was rude, calling him a ''rent gouger.'' madison smiles as they leave, and returns to his task of tilting at windmills of human frailty.","bill madison's office at the dispute resolution center boasts five pictures and ornaments depicting an emaciated don quixote riding into the thick of the human muddle on top of his dilapidated steed, rocinante.   mr. madison's affinity for the quirky knight-errant may not be a coincidence since he and his staff spend long workdays in the office at 425 west 144th street trying to wrest peace pacts from the hundreds of litigious quarrels that are brought to him by feuding neighbors, landlords, tenants, employers, employees, lovers, married couples and friends.   the five-year-old center operates, according to its brochure, ''as an alternative to arrest and prosecution for cases involving crimes between relatives, friends and neighbors.'' it utilizes the techniques of labor arbitration and it has the blessing of the police department, the offices of the district attorneys and the city's courts because it helps ease congested court calendars. all three refer cases to the center."
"it is as something of a flash in the pan that i see the project of otis elevator and another company in westchester looking into cogeneration for more economic energy (''study rejects joint energy plan,'' sept. like many other utilities around the country, con edison could, if it wanted to, propose energy-efficient projects that would bring down the cost to consumers, but it would be doubtless at a severe cost to its many problems. letters for publication should include the writer's name, address and telephone number.","it is as something of a flash in the pan that i see the project of otis elevator and another company in westchester looking into cogeneration for more economic energy (''study rejects joint energy plan,'' sept. 20). united technologies corporation, its parent company, has had an engineering project looking into cogeneration technology near washington, d.c., under a contract with the department of energy. it also has an energy group on the west coast, looking into windmill power."
"it's encouraging when schools such as louis d. brandeis high school in manhattan can excite students from poor minority neighborhoods with great literature. he was asked to write what he had learned from richard wright's ''black boy.'' i take knives, sticks and chains every time i leave the house.","criminal classic lesson   it's encouraging when schools such as louis d. brandeis high school in manhattan can excite students from poor minority neighborhoods with great literature. what was even more striking in deirdre carmody's report about brandeis in the times, though, is not the words of literary giants but those of a young man from harlem."
"the mobil oil corporation has made its mark in the advertising world as a tough media street fighter that has pioneered an aggressive style of advertising in explaining oil industry profits, pricing and policy decisions. while other companies hung back, saying they were studying the situation, mobil defended the increase, drawing denunciations from mayor koch and pickets at mobil stations. in response, mobil replied that it had considered raising prices even more, but that market conditions would not permit it. this tough talk was followed by more conciliatory words by the end of the week. wanted to make a point'

''i don't think they intended to handle it more smoothly,'' said lloyd n. newman, an executive vice president with the public relations firm of manning, selvage & lee and former president of the new york chapter of the public relations society of america. a lot could have been done behind the scenes, but they didn't choose to do so. it is very important to explain all the factors that go into an increase. there are some admirers

despite this, some public relations experts said yesterday that mobil's stance had been effective in shaping public opinion more favorably toward the oil companies and had encouraged other oil companies to adopt more forceful advertising campaigns.","the mobil oil corporation has made its mark in the advertising world as a tough media street fighter that has pioneered an aggressive style of advertising in explaining oil industry profits, pricing and policy decisions.   public relations experts have generally given mobil high marks for its techniques. but yesterday, many said mobil might have overplayed its aggressiveness and embarrassed itself with a series of price reversals this week in response to new state taxes on oil companies.   ''it looked like they were out to gouge the public,'' said an executive vice president at one of the largest public relations firms in new york. ''it was a serious public relations mistake. they ended up going through a lot of grief they didn't have to.''"
"a wild patience has taken me this far poems 1978-1981. impatiently, my mother used to say to me when i was young, why is all the poetry you like about sex and death? from ''the images''

adrienne rich is not asking, she is telling us that these patterns are exclusively of disguise and of violence against women and untrue. her imagination does not lie, and about language she has always been chaste, even severe. she is as political, noble and righteous as shelley was: i want our own earth not the satellites, our world as it is if not as it might be then as it is: male dominion, gangrape, lynching, pogrom the mohican wraiths in their tracts of leafless birch watching: will we do better? it is entirely like her in the long poem ''culture and anarchy'' not only to take the title from matthew arnold (and to provide a footnote to the source) but to ground the poem in a sort of lyric monologue which she conducts with herself as she considers the 19th-century women's voices that she quotes.","a wild patience has taken me this far poems 1978-1981.  by adrienne rich.  61 pp. new york: w.w. norton & co.  cloth, $12.95. paper, $4.95.     impatiently, my mother used to say to me when i was young, why is all the poetry you like about sex and death? maybe she said love and death, but i don't think so. had she added nature she would have defined for me the major themes of lyric poetry. she wrote occasional poems, observing the beginning of a season, honoring a marriage or a child's birth. sometimes they were little life histories with a moral point: this was the way life was to be lived, against these odds, at this cost. but whatever the poems were about, they were grounded in female experience, they were personal and they were deeply felt.  ordinary life, she insisted, was to be celebrated, the past was to be used and remembered, and conduct was judged.   adrienne rich's poetry is not occasional, but its intent is precisely to celebrate, to bear witness and to forge connections between women's lives and their histories. and it is surely about sex: ''two women sleeping/ together have more than their sleep to defend.'' we are trying to live in a clearheaded tenderness- i speak not merely of us, our lives are 'moral and ordinary' as the lives of numberless women- it is also fiercely judgmental.  ...when did we ever choose to see our bodies strung in bondage and crucifixion across the exhausted air when did we choose to be lynched on the queasy electric signs of midtown when did we choose to become the masturbator's fix"
"thomas hart benton, the american regionalist painter who was jackson pollock's teacher and harry s. truman's favorite artist, has long been associated in the public ken with the earthy art and people of his native missouri and middle west. another view of his work emerges in a biography that emphasizes a less well-known aspect of his creative life -painting the islanders and coastal scenes of martha's vineyard, where he spent his summers from 1920 until his death in 1975 at the age of 86. '' nature got to him on the secluded massachusetts island. during prohibition, benton painted the local fishermen unloading bootleg liquor. ''the only place he seemed to let down his guard was on the island,'' the author writes. '' of his role as an american painter, miss burroughs quotes benton: ''regionalism has become a fashionable term now. he's a great artist - more more regionalist than i am, although i was the first, along with curry and grant.","thomas hart benton, the american regionalist painter who was jackson pollock's teacher and harry s. truman's favorite artist, has long been associated in the public ken with the earthy art and people of his native missouri and middle west. the muralist depicted farmers' scything hay, gaunt ozark hillbillies, black sharecroppers, soldiers in honkytonks, miners hunched over from years in the pits and riverboats on the mississippi.   another view of his work emerges in a biography that emphasizes a less well-known aspect of his creative life -painting the islanders and coastal scenes of martha's vineyard, where he spent his summers from 1920 until his death in 1975 at the age of 86. ''thomas hart benton: a portrait'' by polly burroughs is published by doubleday."
"the last major scheduled test of the space shuttle columbia was completed yesterday, but space agency officials said that they would not know until late tomorrow if the refurbished insulation on the huge shuttle tank withstood the fueling exercise. preliminary inspections, conducted while the 15-story-high external tank was being filled with supercold propellants, disclosed no evidence that any of the cork-epoxy insulation had come unglued, george f. page, the launching director at the kennedy space center in florida, reported. if the inspections reveal any substantial damage to the tanks, however, the columbia's first orbital flight could be postponed for several weeks.","the last major scheduled test of the space shuttle columbia was completed yesterday, but space agency officials said that they would not know until late tomorrow if the refurbished insulation on the huge shuttle tank withstood the fueling exercise.   preliminary inspections, conducted while the 15-story-high external tank was being filled with supercold propellants, disclosed no evidence that any of the cork-epoxy insulation had come unglued, george f. page, the launching director at the kennedy space center in florida, reported. in a similar fueling operation last january, several large patches of insulation came loose, setting back launching plans and requiring $2.5 million worth of repairs."
"21— this old german seafaring city has been watching the political winds since the 13th century and observes the present east-west storm with a very canny eye. but even here there is relief that washington has finally offered a plan for negotiating a pause in the arms race. reagan's speech did not quell the anxiety but it certainly helped. reagan's proposals worth considering -all this directed from moscow at the leaders of the anti-nuclear demonstrators in west germany. just as it rejected the marshall plan as a trap, and the baruch, acheson, lillienthal and eisenhower plans for the control of nuclear weapons as american tricks to dominate europe and therefore threaten the soviet union, so it is now condemning the reagan proposals as another u.s. yet, it would probably be a mistake to take all these pronouncements out of moscow and even out of washington too seriously for the moment. now, however, he is entitled to a fair hearing from them all. he is getting it from chancellor schmidt and the other nato leaders, and also from some anti-nuclear organizations here.",this old german seafaring city has been watching the political winds since the 13th century and observes the present east-west storm with a very canny eye.   over half of it was totally destroyed in the last world war and has now been restored and modernized with exquisite taste. it is only 20 miles from the soviet tanks in communist east germany. it is also a center of the popular west german publishing houses that have dramatized the european anti-nuclear peace demonstrations.
"california (al) - optioned john d'acquisto, pitcher, to salt lake city farm club. miami (afc) - signed tom vigorito, running back from virginia, a fifth-round draft pick.","baseball   california (al) - optioned john d'acquisto, pitcher, to salt lake city farm club."
"san salvador, may 5— president alvaro magana installed his new cabinet tuesday night, and it gave virtually equal representation to the three major political parties, as he had promised. jaime abdul gutierrez, who was the ranking military member of the junta, appeared to give the defense minister unchallenged control of the armed forces. 2 other ministers retained

others retaining their posts were minister of labor julio alfredo samayoa, secretary general of the christian democrat, and treasury minister jorge eduardo tenorio, an independent. the party, known as arena, had run on a platform attacking social and economic changes, such as the land redistribution program, established by the christian democrats during the two-year regime of the junta.","president alvaro magana installed his new cabinet tuesday night, and it gave virtually equal representation to the three major political parties, as he had promised.   mr. magana, in a swearing-in ceremony at the presidential palace, said the appointments were a sign that the government was ''continuing to consolidate its efforts for true national unity.''   four cabinet ministers retained the posts they had held under the civilian-military junta, including the defense minister, gen. jose guillermo garcia, and the foreign minister, fidel chavez mena, a ranking member of the centrist christian democratic party."
"14— the sinister christmas issue of a communist party paper blaming poland's troubles on jews provides a glimpse of the power struggle under military rule. but the szczecin paper was far more overt than anything before in giving formal communist sanction to anti-semitic demagogy in an effort to divert hostility to the regime. the leader of the purge was mieczyslaw moczar, a high party official, and a close associate was stefan olszowski, now a politburo member in charge of polish media. but it is also a general reminder that historic injustice evoked as a pretext to perpetuate hatred serves only the cause of injustice. each has suffered and inflicted suffering. ugly as the use of anti-semitism is - in poland of all places, where millions of jews were murdered by the nazis - there are ironies that illuminate the present situation. but that works poorly in poland, which still hopes for american aid and where one-fourth of the people have relatives in the united states. with biting polish wit, a solidarity adviser now abroad said: ''these people are going to compromise anti-semitism in poland.","the sinister christmas issue of a communist party paper blaming poland's troubles on jews provides a glimpse of the power struggle under military rule.   the paper, the voice of szczecin, was published under strict censorship so presumably it has police as well as official party endorsement. it said jews had been causing trouble for poland since 1947, and recently tried to take power through dissidents.   this kind of smear is not new. anti-semitic graffiti have appeared in warsaw. leading solidarity advisers have been accused of links with ''zionist centers.'' a shadowy organization called grunwald emerged a year ago distributing nationalist and anti-semitic propaganda in a way that to many poles smacked of police provocation. grunwald was the site of a battle in 1410 when the poles beat the teutonic knights, a medieval symbol."
"by some accounts, it dates from the 1920's, but many people believe it actually got started when the author carter g. woodson founded negro history week in the 1930's, designating it the second week in february. information: (609) 771-2467 or (609) 771-2264. tickets are free and may be picked up at the student activities office in the college center building or the theater box office. if space remains, tickets will be available at the door. 27 at 1:30, the chuck davis dance company will give a children's performance, and three films -''umoja: tiger and the big wind,'' ''kuumba: simon's new sound'' and ''the seven wishes of joanna peabody'' - will be shown at 1:30 and 3 p.m.

richard alston, an east orange pianist, will give a concert at 3 p.m. next sunday, and the bobby watson quintet will perform on the 21st at 3 p.m.

the museum, at 49 washington street, is open daily from noon to 5 p.m. admission is free. 27 at 2 p.m., susan robeson will discuss her book ''the whole world in his hands,'' on her grandfather, paul robeson. it includes photographs, flyers, books, posters, magazines and other items. hours are 9 a.m. to 9 p.m. monday, wednesday and thursday; 9 a.m. to 6 p.m. tuesday and friday, and 9 a.m. to 5 p.m. saturday. the college is at 505 ramapo valley road (route 202). another comprehensive exhibit, created by the smithsonian for the bicentennial, is ''the black presence in the era of the american revolution,'' which will be at the bergen community museum from feb. it includes historical portraits, manuscripts and documentation showing the role of black americans from the boston massacre of 1770 to the present, along with an exhibit of paintings and graphics by 25 well-known black artists, such as romare beardon, elizabeth cattlet and jacob lawrence.","by some accounts, it dates from the 1920's, but many people believe it actually got started when the author carter g. woodson founded negro history week in the 1930's, designating it the second week in february.   whatever its origin, black history month has become a tradition each february, bringing with it special performances, films, lectures, exhibits and celebrations, many of them free.   here is a sampling of the offerings scheduled this year: the celebrations open with flair tomorrow night in ''an evening with geoffrey holder,'' the actor, director, dancer, choreographer, impressionistic painter, designer, composer and author. mr. holder is said to do ''a little bit of everything'' in the evening, all of it amusing and entertaining. he will appear at kendall hall of trenton state college at 8 p.m., and admission is $1.   nikki giovanni, the poet, will appear at the college on feb. 17 with a creative writing session at 1 p.m., an autograph session at 4 p.m. and a lecture and poetry presentation at 8 p.m. in the brower student center ($1)."
"media giant sony have acquired the online video startup grouper, according to a press release. grouper has three fairly strong offerings in the video space - a p2p network, a video editor and, more recently, a web-based video-sharing service at grouper.com. what's pretty clear is that this is a technology buy, since grouper hadn't even made a dent in web-based services like myspace video, youtube and yahoo video.","media giant sony have acquired the online video startup grouper, according to a press release. the current management will stay on at grouper, working with a team at sony pictur..."
"about a year ago, apple announced it would make your home a lot smarter with its siri-controlled homekit. third-party devices enabled with homekit are slated to come to market in june, an apple spokesman told the newspaper.","third-party devices enabled with homekit are slated to come to market in june, an apple spokesman told the wall street journal."
"and allergan plc, the maker of botox, are considering a merger, the wall street journal reported, setting the stage for what could be one of the largest deals in the drug industry’s history. a transaction between the two drug makers, which have a combined market value exceeding $330 billion, could cap a busy year for deals in the pharmaceutical industry, with more than $200 billion in transactions announced. pfizer also looked at actavis as a potential acquisition, people familiar with the matter said last year. sales at allergan, which has a market capitalization of about $113 billion, have benefited from sales of specialty drugs including the cosmetic drug botox and namenda for alzheimer’s disease.","pfizer inc. and botox-maker allergan plc are considering a merger, the wall street journal reported, setting the stage for what could be one of the largest deals in the drug industry’s history."
"frankfurt, aug 11 (reuters) - european exporters glimpsed the possible progressive erosion of lucrative benefits from the weak euro on tuesday, as china's surprise devaluation made foreign goods more expensive for its consumers and corporate customers. the exporter-heavy german blue-chip dax fell 2.7 percent, with automakers daimler, bmw and volkswagen leading the way as china's car industry association reported the biggest monthly drop in vehicle sales in 2-1/2 years, even before any devaluation impact. ""the rotation out of exporters to more domestically focused stocks and sectors, in italy or spain for example, has more to go,"" said dennis rose, a strategist at barclays in london. but he noted huawei had long ago abandoned the cut-throat pricing strategy it used to conquer world markets and that in any case international tenders were made in dollars. ""what is true is that the chinese vendors will have the ability to cut price a bit more if they so choose."" ( $1 = 0.9056 euros)

(additional reporting by lionel laurent, sudip kar-gupta, alistair smout and martinne geller in london and leila abboud in paris)","frankfurt, aug 11- european exporters glimpsed the possible progressive erosion of lucrative benefits from the weak euro on tuesday, as china's surprise devaluation made foreign goods more expensive for its consumers and corporate customers. china is the second-biggest buyer of eu goods after the united states, accounting for 14 percent of exports from the..."
"11/24/2015 at 04:20 pm est

in tyler shields' new star-studded, marie antoinette-era photo series

, and people has an exclusive first look at the

actress rocking a powdered wig and period costume. jaime king in tyler shields' decadence

roden, 29, also posed for her pal shields'

opens at the maddox gallery in london on feb.","decadence opens at the maddox gallery in london on feb. 4, 2016."
"01/19/2016 at 08:05 pm est

reeling from the news of

is longtime friend and fellow musician

""i knew him for 50 years,"" an emotional seger told

. "" ""he had a drive, an imagination and a talent that was just titanic,"" said seger. "" seger, who co-wrote the eagles' 1979 smash ""heartache tonight,"" also credited frey with being the true leader of the iconic band. eagles manager] irving [azoff] pulled every ace out of the hole – he had the eight best specialists working on glenn. about a month ago, they had to throw up their hands."" ""every time i saw him in the last 10, 11 years, he was so grateful to the fans,"" he told

. ""","""he had a drive, an imagination and a talent that was just titanic,"" seger tells billboard"
"from bookmakers to ""super bowl squares"", gambling on the outcome of the super bowl is big business.here's a look at some of the more unusual proposition bets (wagers on a very specific outcome) that are being taken on the ""big game"" by one of the premier online gambling sites, bodog.com this year for the indianapolis colts vs. new orleans saints matchup in miami, fl on sunday, february 7th.by brian beers, senior producer for cnbc.com","here's a look at some of the more unusual proposition bets that are being taken on the ""big game"" by one of the premier online gambling sites, bodog.com this year."
"a massachusetts-based startup is aiming to launch a ride-hailing service where all the drivers — and customers — are women. in an e-mail to the globe, pelletz said chariot for women fares would be comparable to competitors like uber and lyft, but without the surge pricing. pelletz said he plans for chariot for women to “have offices very soon in every major city across the country.”",a massachusetts-based startup is aiming to launch a ride-share service where all the drivers — and customers — are women.
"manager, strategic maintenance and material planning, jetblue airways

tim russo had never really known anyone with autism before. just by looking at the tail number of a plane, he knew the name of the plane. i know it sounds unbelievable,” deb harris, jason’s mom, says. “ russo – and many other employees at jetblue who have gotten to know jason, now 16, over the years – is working with the harris family to discuss jason’s career path, and his promising future in aviation. “","location: queens, n.y.
 
tim russo had never really known anyone with autism before. but in september 2013, when he was volunteering at jetblue’s blue horizon for autism event, which lets fa..."
"bernie sanders said tuesday that his primary bid against hillary clinton was far from over, pointing to his victory in indiana and strength in upcoming races as a sign of his durability in the presidential campaign. sanders spoke to the ap after he defeated clinton in indiana’s primary, predicting that he would achieve “more victories in the weeks to come” in west virginia, kentucky, oregon and california. they will go into areas that i have chosen not to go into. they will be talking about the clinton foundation.”",hillary clinton is more than 90% of the way to clinching the democratic nomination.
"if comedian eddie griffin didn't know the n-word was banned and buried, he found out when the publisher of black enterprise magazine pulled the plug on his raunchy standup routine. griffin, who headlined a soldout show at black enterprise's 14th annual golf and tennis challenge in miami on friday, was about 10 minutes into his n-word-laced act when publisher earl graves turned off the mike. ""we at black enterprise will not allow our culture to go backward,"" graves said. ""","if comedian eddie griffin didn't know the n-word was banned and buried, he found out when the publisher of black enterprise magazine pulled the plug on his raunchy standup routine."
"17— as jury selection in the murder case against o. j. simpson entered its fourth day, a sister of nicole brown simpson complained today that people were trying to profit from her family's loss by selling halloween masks portraying both the victim and the murder suspect. also, judge lance a. ito delayed a decision on whether to exclude from the trial crucial blood samples -- including blood found on mr. brown said in her statement that the halloween costumes portraying mr. simpson and his former wife were in ""extremely bad taste."" after long keeping silent, members of the brown family have recently begun to speak about their feelings that they have been exploited by people trying to sensationalize and profit from their loss. 32, who became well known because she was the first juror questioned during the preliminary phase of voir dire, the juror screening process, and because her court number is the same as the number mr. ""i don't care to relive those memories,"" she said, her voice quaking. ""","as jury selection in the murder case against o. j. simpson entered its fourth day, a sister of nicole brown simpson complained today that people were trying to profit from her family's loss by selling halloween masks portraying both the victim and the murder suspect.   the sister, denise brown, went public with her complaint in a written statement distributed to reporters. in court, eight potential jurors were questioned today and four others were dismissed."
"a german nurse jailed for life last year for murdering two patients is now a suspect in at least 33 more deaths, investigators said wednesday, adding that he has admitted to have killed even more. but they added that the tall and heavyset man had also admitted to killing other patients at another hospital nearby -- the oldenburg clinic, without giving a figure. oldenburg prosecutor thomas sander added that in addition to the 33 likely cases, ""we assume that the real number of victims is higher than that."" the grisly case dates back to 2005, when a colleague witnessed niels h. injecting a patient at the delmenhorst hospital.","a german nurse jailed for life last year for murdering two patients is now a suspect in at least 33 more deaths, investigators said wednesday, adding that he has admitted to have killed even more."
"japan’s nuclear catastrophe has triggered a wave of debate across nations about the future of nuclear energy, but everyone can agree that safety improvements are needed now. fortune — we continue to populate our planet with systems that have catastrophic potential despite the known risks. one company supplies it with a third of its electric power. exelon exc and entergy etr run most of them in the u.s. though the industry by necessity has to think long term—due to permissions and planning it may take 10 years to build a facility that will have a 40- to 60-year life span—nuclear power companies are as beholden to wall street’s short-term mentality as any corporation.)","japan's nuclear catastrophe has triggered a wave of debate across nations about the future of nuclear energy, but everyone can agree that safety improvements are needed now. by charles perrow, contributor fortune -- we continue to populate our planet with systems that have catastrophic potential despite the known risks. case in point: nuclear power plants,…"
"thanks to the huffington post's shame-on-you report, credit card companies

taking a cut of charitable donations made to haiti relief efforts using credit cards. whether you're planning to do some shopping this week, you can funnel your money towards shops and services that have pledged to help the devastated country. last but not least: if you're itching to update your look, handbag designer extraordinaire

will hand over 25% of your purchase to the red cross and doctors without borders through jan.","thanks to the huffington post&#039;s shame-on-you report, credit card companies stopped taking a cut of charitable donations made to haiti relief efforts using credit cards.  other companie"
"at this california home, be the king of your own castle — literally. how did such a property crop up in oak glen, a tiny pocket (population 638) in san bernardino county that’s about an hour and a half from los angeles? “there are deer, bobcats, bears — so it’s completely enclosed now,” allgower adds. “ the interior has modern conveniences (except for central heat and air conditioning) but the decor is medievally inspired — hence the two fireplaces and a tapestry hanging in the great room. the average sale price in the castle’s zip code is $316,900, according to zillow, so this place is pretty steep by comparison.","at this california home, be the king of your own castle — literally. a bona fide castle is on the market in the town of oak glen for the relatively inexpensive price of $999,000. (it’s been on and …"
"the knicks’ derrick rose welcome video is just one giant troll job. first it’s robin lopez missing a block on rose. it continues, for almost all of the 1:02 the video lasts.","the knicks’ derrick rose welcome video is just one giant troll job. each highlight is of rose against the knicks, and virtually all of them involve a player the knicks just traded to chicago.…"
is suing her co-star for $25 million ... claiming the woman got her falsely painted as a violent criminal. apparently authorities disagree ... thomas was arrested after the fight and she's been charged with assault and criminal possession of a weapon.,"""blood, sweat & heels"" star geneva thomas is suing her co-star for $25 million ... claiming the woman got her falsely painted as a violent…"
"police in thailand questioned the wife of british journalist andrew macgregor marshall on friday, reportedly grilling the thai national over recent social media posts by her husband that may have breached the country’s strict lèse-majesté laws. he also linked the questioning directly to unflattering photographs of thailand’s crown prince maha vajiralongkorn published this week by german tabloid bild, which marshall has shared on social media. marshall insists his wife is not involved in his journalism. “",insulting the monarchy in thailand is punishable with lengthy jail terms
"sagamihara, japan—a man broke into a residence for disabled adults outside tokyo early tuesday morning and stabbed to death 19 people, authorities said, one of the worst mass murders in recent decades in a country known for its low crime rate. officials at the facility described the 26-year-old suspect, satoshi uematsu, as a troubled former employee who quit in february of this year after being warned to stop making abusive comments...","a man broke into a residence for the disabled outside tokyo early tuesday morning and stabbed to death 19 people, authorities said, one of the worst mass murders in recent decades in a country known for its low crime rate."
"families move for a wide variety of reasons. for parents, whether they are changing homes specifically to find a better environment for their children or for some other reason (like finding more affordable housing), their kids' best interests are usually a high priority. these areas rate very well for safety and environmental quality. the second largest city in the hawkeye state, cedar rapids is america's best city for children and by a fairly wide margin. the primary reason for the city's top ranking is its schools. try smartasset's free mortgage calculator. that is the second highest rate of economic upward-mobility of any metro area in the country. while parents should love the idea that their children have a great chance of economic ascension in rochester, kids in med city have a reason to rejoice as well. in the norwalk school district, for example, 85% of students graduate from high school, 82% of students are proficient in math and 78% are proficient in language arts. appleton is one of the ""fox cities"" in central wisconsin. while appleton itself has a population of around 76,000, the metropolitan area has a population of about 230,000. we also considered the percentage of students proficient in math and the percentage of students proficient in reading and language arts. next, we looked at data on health and environmental factors. to gauge environmental quality, we considered each metro's average epa air quality index rating for the year 2014. we looked at the child poverty rate in each metro and the intergenerational mobility (a measure of economic opportunity created by researchers at harvard). data on the infant mortality rate, child mortality rate, percentage of children without insurance and water quality comes from countyhealthrankings.org.","families move for a wide variety of reasons. in one u.s. census bureau survey of americans who had recently relocated, roughly half of all respondents cited housing as the primary reason for their"
"by nancy mills special to the daily news

thursday, march 22th 2001, 2:20am

hollywood - jason lee's story sounds too good to be true. seven years ago, he was a 23-year-old professional skateboarder growing bored with his sport. lee's first audition was for independent film maker kevin smith, who cast him as a slacker in ""mallrats"" opposite shannen doherty, then as ben affleck's pal banky in ""chasing amy."" ""the cool thing about jack is that he's really intelligent,"" lee says. "" he's very sweet and very understanding and forgiving. in school, i was hyper and goofy,"" he says. "" i learned how to be professional at something and manage money.","hollywood - jason lee's story sounds too good to be true. seven years ago, he was a 23-year-old professional skateboarder growing bored with his sport. so he said to himself, ""i like movies. wouldn't it be interesting to play characters?""""i didn't know anything about acting,""he says, laughing at his innocence. ""i just tried it on a whim because it seemed like it would be fun.""it"
