prediction,actual
"by michele mcphee daily news police bureau chief

monday, november 24th 2003, 1:03am

they strut the streets of chinatown and flushing in packs, knives secreted in satin jackets, biceps tattooed with dragons. ""there have not been an alarming number of incidents involving them,"" tartaglia said. "" the task force harks back to the jade squad, a joint nypd-manhattan district attorney's office probe of crime in chinatown that began in the 1980s. this year alone, there has been a feud between rival bus companies that has sparked two murders and ongoing assaults. there are a lot of stories about them,"" said eddie donis, 15, who was stabbed in the stomach and underwent surgery to remove part of his damaged intestines. dong is suspected in other attacks that police believe were racially motivated, including multiple beatings of a black teen, dennis hoffman, who said the american eagles shouted racial slurs at him during three separate attacks since march.","they strut the streets of chinatown and flushing in packs, knives secreted in satin jackets, biceps tattooed with dragons. the teen thugs call themselves ""a-e""for american eagles or asian empire, and they mark a resurgence of organized chinese street gangs. ""this is the first new asian gang we've seen since all the heads of the flying dragons and ghost shadows went to jail,""said one"
"new york - jamie dimon, chairman and chief executive of jpmorgan chase, used his annual letter to shareholders to rail against “contrived’’ and confusing financial rules that he said may stymie lending. us and international officials “made the recovery worse than it otherwise would have been,’’ dimon wrote in the letter released wednesday. he championed the use of derivatives and the right of banks to lobby lawmakers and hailed the us economy and corporations as engines of job growth. stricter capital rules will make it “prohibitively more expensive’’ for banks to lend to consumers with subprime credit scores, about 40 percent of all americans, he said.","jamie dimon, chairman and chief executive officer of jpmorgan chase, used his annual letter to shareholders to rail against “contrived’’ and confusing financial rules that he said may stymie lending."
"inside the darkened shell of the original filene’s store, debra taylor blair glimpsed the beginning of a new life for downtown boston. promised for years, the revitalization of the city’s long-struggling downtown is ­finally underway, with construction of residential towers transforming the largely commercial area into a full-blown neighborhood. the kensington, an apartment tower being constructed near where chinatown meets downtown crossing, will feature a pool, solarium, and yoga lounge. the downtown’s renaissance remains a work in progress, however. its developers have won approval for what would be the tallest residential building in boston. even though construction is ongoing, 40 percent of the winter street units are rented. pret a manger , the british prepared foods chain, recently opened an outlet at post office square. “we’re finding a greater awareness of all the things going on in this part of the city,” said wayne lopez, the building’s sales director. “","promised for years, the revitalization of the city’s long-struggling downtown is finally underway, with construction of new residential towers transforming the largely commercial area into a full-blown neighborhood. the supply of housing is planned to double to more than 10,000 units in coming years, according to the boston redevelopment authority, which is also seeing a sudden influx of new retail shops and restaurants."
"chris hansen, the arena investor who wants to bring the nba and nhl to town, says seattle is one of the best -- if not the best -- cities in the country in which to start up two more teams. ""right now, given the teams that we have -- we have four right now, including the wnba -- we rank no. that ends up being arithmetically impossible."" ""this does not necessarily mean,"" he added, ""that seattle cannot handle two more teams. uw geography professor emeritus bill beyers conducted a separate analysis that came to a similar conclusion. asking whether seattle can support two additional teams, beyers said, is a difficult question. ""the fact that sports traffic affects sodo is reflected in the data,"" said doug macdonald, former washington state secretary of transportation, who did his own analysis of potential arena traffic. that would happen between 71 and 101 times per year -- depending on whether the nba, nhl or wnba teams made their respective playoffs. if you add that to the number of weekday mariners, sounders and seahawks games that already occur, there would be 136 to 180 weeknight events in sodo per year. the port should clarify, he said, how shipping traffic might be affected if most cargo loading and unloading stops at 4:30 p.m. hansen has said arena traffic wouldn't be an issue for the port because most games wouldn't start until 7 p.m.

meanwhile, conway said, seattle's shipping industry is facing steeper competition from other ports and could be under threat by the widening of the panama canal. the city's share is $120 million; the county's is $80 million. nick eaton can be reached at 206-448-8125 or nickeaton@seattlepi.com. visit seattlepi.com's home page for more seattle news.","<p>chris hansen, the arena investor who wants to bring the nba and nhl to town, says seattle is one of the best -- if not the best -- cities in the country in which to start up two more teams. but an expert panelist for the king county council says seattle is  actually the third-worst city in the country for adding two more teams.</p>"
"acquia, a burlington company that sells software and services for web publishers and e-commerce businesses, looks like it’s taking another step on the road to an initial public offering. lately, acquia has focused on adding clients in the e-commerce sector. komola’s experience at staples, one of the larger online sellers in the united states, will help the company as it continues to seek more e-commerce business, erickson said. “","the company has appointed christine komola, the chief financial officer of staples inc., to its board of directors. komola also will be the first chairwoman of acquia’s audit committee."
"a 380kg welsh woman, who was once dubbed “the fattest teenager in britain”, had to be lifted from her house in a crane so paramedics could rush her to hospital for vital treatment. local media has reported that french doors at the front of the specially-adapted house had to be removed to allow crews to lift her from the ground-floor flat and into a waiting ambulance. it was a complete meltdown, everyone stopped,” one neighbour told walesonline.co.uk. the five foot six woman has previously admitted to eating up to 20 kebabs a week, usually washed down with multiple cans of coca cola, which earned her the title of “fattest teenager in britain”.","a 380kg welshwoman, who was once dubbed &ldquo;the fattest teenager in britain&rdquo;, had to be lifted from her house in a crane so paramedics could rush her to hospital for vital treatment."
"bill madison's office at the dispute resolution center boasts five pictures and ornaments depicting an emaciated don quixote riding into the thick of the human muddle on top of his dilapidated steed, rocinante. it utilizes the techniques of labor arbitration and it has the blessing of the police department, the offices of the district attorneys and the city's courts because it helps ease congested court calendars. its hours are mondays through thursdays from 9 a.m. to 9 p.m. and fridays from 9 a.m. to 5 p.m.

bill madison is a spirited, witty man who thrives on the procession of raw material for soap opera, comedy and tragedy that comes before him and remains unjaded by it all. the center's mediators are laymen trained to listen and to be objective and the staff of 30 usually spends a couple of hours on a case, mr. the three are sent back to the waiting area after a little talk on restraint. madison says is often fraught with racial and ethnic tensions. warren skillfully lets them complain - up to a point. they both sign, pocket their copies of the pact and , without a glance at each other, leave looking relieved.","bill madison's office at the dispute resolution center boasts five pictures and ornaments depicting an emaciated don quixote riding into the thick of the human muddle on top of his dilapidated steed, rocinante.   mr. madison's affinity for the quirky knight-errant may not be a coincidence since he and his staff spend long workdays in the office at 425 west 144th street trying to wrest peace pacts from the hundreds of litigious quarrels that are brought to him by feuding neighbors, landlords, tenants, employers, employees, lovers, married couples and friends.   the five-year-old center operates, according to its brochure, ''as an alternative to arrest and prosecution for cases involving crimes between relatives, friends and neighbors.'' it utilizes the techniques of labor arbitration and it has the blessing of the police department, the offices of the district attorneys and the city's courts because it helps ease congested court calendars. all three refer cases to the center."
"it is as something of a flash in the pan that i see the project of otis elevator and another company in westchester looking into cogeneration for more economic energy (''study rejects joint energy plan,'' sept. under a contract with the department of energy. when unions need to fund an energy study to find out how the plant can run more efficiently and obtain the energy it needs, it is time to wonder whether or not management is in any way competent. in bronxville, lawrence heat and power company is a relic of cogeneration, but no longer viable.","it is as something of a flash in the pan that i see the project of otis elevator and another company in westchester looking into cogeneration for more economic energy (''study rejects joint energy plan,'' sept. 20). united technologies corporation, its parent company, has had an engineering project looking into cogeneration technology near washington, d.c., under a contract with the department of energy. it also has an energy group on the west coast, looking into windmill power."
"it's encouraging when schools such as louis d. brandeis high school in manhattan can excite students from poor minority neighborhoods with great literature. what was even more striking in deirdre carmody's report about brandeis in the times, though, is not the words of literary giants but those of a young man from harlem. i live in an area of harlem that once was good.","criminal classic lesson   it's encouraging when schools such as louis d. brandeis high school in manhattan can excite students from poor minority neighborhoods with great literature. what was even more striking in deirdre carmody's report about brandeis in the times, though, is not the words of literary giants but those of a young man from harlem."
"the mobil oil corporation has made its mark in the advertising world as a tough media street fighter that has pioneered an aggressive style of advertising in explaining oil industry profits, pricing and policy decisions. public relations experts have generally given mobil high marks for its techniques. ''it looked like they were out to gouge the public,'' said an executive vice president at one of the largest public relations firms in new york. '' from the moment the new york state assembly began to consider a package of five taxes designed to aid mass transit, mobil was in the forefront of opposition, buttonholing legislators and taking out $80,000 worth of ads in 14 state newspapers. this tough talk was followed by more conciliatory words by the end of the week. there are some admirers

despite this, some public relations experts said yesterday that mobil's stance had been effective in shaping public opinion more favorably toward the oil companies and had encouraged other oil companies to adopt more forceful advertising campaigns. our research into the attitudes towards the company shows they've had some success with the managerial segment that reads their ads.'' ''you had a colorful case of a mobil corporation vice president coming down to scream at demonstrators,'' mr.","the mobil oil corporation has made its mark in the advertising world as a tough media street fighter that has pioneered an aggressive style of advertising in explaining oil industry profits, pricing and policy decisions.   public relations experts have generally given mobil high marks for its techniques. but yesterday, many said mobil might have overplayed its aggressiveness and embarrassed itself with a series of price reversals this week in response to new state taxes on oil companies.   ''it looked like they were out to gouge the public,'' said an executive vice president at one of the largest public relations firms in new york. ''it was a serious public relations mistake. they ended up going through a lot of grief they didn't have to.''"
"a wild patience has taken me this far poems 1978-1981. had she added nature she would have defined for me the major themes of lyric poetry. and it is surely about sex: ''two women sleeping/ together have more than their sleep to defend.'' but we are men and women both, are we not? it is only fair to add that i find questionable the belief in anybody's purity. ourselves as we are in these painful motions of staying cognizant: some part of us always out beyond ourselves knowing knowing knowing from ''the spirit of place''

in her best work adrienne rich transforms those powerful twin engines of the 19th century which were her legacy, intellect and feeling pitted against each other, into the seriousness of the mind and the delight of the body.","a wild patience has taken me this far poems 1978-1981.  by adrienne rich.  61 pp. new york: w.w. norton & co.  cloth, $12.95. paper, $4.95.     impatiently, my mother used to say to me when i was young, why is all the poetry you like about sex and death? maybe she said love and death, but i don't think so. had she added nature she would have defined for me the major themes of lyric poetry. she wrote occasional poems, observing the beginning of a season, honoring a marriage or a child's birth. sometimes they were little life histories with a moral point: this was the way life was to be lived, against these odds, at this cost. but whatever the poems were about, they were grounded in female experience, they were personal and they were deeply felt.  ordinary life, she insisted, was to be celebrated, the past was to be used and remembered, and conduct was judged.   adrienne rich's poetry is not occasional, but its intent is precisely to celebrate, to bear witness and to forge connections between women's lives and their histories. and it is surely about sex: ''two women sleeping/ together have more than their sleep to defend.'' we are trying to live in a clearheaded tenderness- i speak not merely of us, our lives are 'moral and ordinary' as the lives of numberless women- it is also fiercely judgmental.  ...when did we ever choose to see our bodies strung in bondage and crucifixion across the exhausted air when did we choose to be lynched on the queasy electric signs of midtown when did we choose to become the masturbator's fix"
"thomas hart benton, the american regionalist painter who was jackson pollock's teacher and harry s. truman's favorite artist, has long been associated in the public ken with the earthy art and people of his native missouri and middle west. nature got to him on the secluded massachusetts island. most people thought he was strictly from missouri in his outlook. the first thing i ever did on the island was a sketch of the wesquobsque cliffs,'' on south beach, the artist told the author. flourished during depression

there are a number of paintings of menemsha fishermen along the wharves. he basked in the spotlight and blasted his artistic adversaries. you see i've covered the country - walking the length and breadth of it for months on end trying to understand it before expressing it.","thomas hart benton, the american regionalist painter who was jackson pollock's teacher and harry s. truman's favorite artist, has long been associated in the public ken with the earthy art and people of his native missouri and middle west. the muralist depicted farmers' scything hay, gaunt ozark hillbillies, black sharecroppers, soldiers in honkytonks, miners hunched over from years in the pits and riverboats on the mississippi.   another view of his work emerges in a biography that emphasizes a less well-known aspect of his creative life -painting the islanders and coastal scenes of martha's vineyard, where he spent his summers from 1920 until his death in 1975 at the age of 86. ''thomas hart benton: a portrait'' by polly burroughs is published by doubleday."
"the last major scheduled test of the space shuttle columbia was completed yesterday, but space agency officials said that they would not know until late tomorrow if the refurbished insulation on the huge shuttle tank withstood the fueling exercise. preliminary inspections, conducted while the 15-story-high external tank was being filled with supercold propellants, disclosed no evidence that any of the cork-epoxy insulation had come unglued, george f. page, the launching director at the kennedy space center in florida, reported. a more detailed investigation is to be conducted today and tomorrow after the cylindrical tank's two chambers are purged of the liquid hydrogen and liquid oxygen.","the last major scheduled test of the space shuttle columbia was completed yesterday, but space agency officials said that they would not know until late tomorrow if the refurbished insulation on the huge shuttle tank withstood the fueling exercise.   preliminary inspections, conducted while the 15-story-high external tank was being filled with supercold propellants, disclosed no evidence that any of the cork-epoxy insulation had come unglued, george f. page, the launching director at the kennedy space center in florida, reported. in a similar fueling operation last january, several large patches of insulation came loose, setting back launching plans and requiring $2.5 million worth of repairs."
"21— this old german seafaring city has been watching the political winds since the 13th century and observes the present east-west storm with a very canny eye. it is only 20 miles from the soviet tanks in communist east germany. this is not much, but at least it is agreed here that there is now hope for a new beginning. we have been listening to radio moscow here in hamburg these last few days. before president brezhnev arrived in west germany, it bombarded this country with an artillery barrage of propaganda, without the slightest suggestion that there was anything in mr. just as it rejected the marshall plan as a trap, and the baruch, acheson, lillienthal and eisenhower plans for the control of nuclear weapons as american tricks to dominate europe and therefore threaten the soviet union, so it is now condemning the reagan proposals as another u.s. but the facts can be measured or at least clarified. president reagan has defined the facts of the miltiary imbalance, as he sees them.",this old german seafaring city has been watching the political winds since the 13th century and observes the present east-west storm with a very canny eye.   over half of it was totally destroyed in the last world war and has now been restored and modernized with exquisite taste. it is only 20 miles from the soviet tanks in communist east germany. it is also a center of the popular west german publishing houses that have dramatized the european anti-nuclear peace demonstrations.
"california (al) - optioned john d'acquisto, pitcher, to salt lake city farm club. miami (afc) - signed tom vigorito, running back from virginia, a fifth-round draft pick.","baseball   california (al) - optioned john d'acquisto, pitcher, to salt lake city farm club."
"san salvador, may 5— president alvaro magana installed his new cabinet tuesday night, and it gave virtually equal representation to the three major political parties, as he had promised. 2 other ministers retained

others retaining their posts were minister of labor julio alfredo samayoa, secretary general of the christian democrat, and treasury minister jorge eduardo tenorio, an independent. a christian democrat, carlos aquilino duarte, was named minister of education, and another christian democrat, yet to be named, will take the post of advocate general for the poor. guerrero, a skilled politician, is expected to use it fully.","president alvaro magana installed his new cabinet tuesday night, and it gave virtually equal representation to the three major political parties, as he had promised.   mr. magana, in a swearing-in ceremony at the presidential palace, said the appointments were a sign that the government was ''continuing to consolidate its efforts for true national unity.''   four cabinet ministers retained the posts they had held under the civilian-military junta, including the defense minister, gen. jose guillermo garcia, and the foreign minister, fidel chavez mena, a ranking member of the centrist christian democratic party."
"14— the sinister christmas issue of a communist party paper blaming poland's troubles on jews provides a glimpse of the power struggle under military rule. the paper, the voice of szczecin, was published under strict censorship so presumably it has police as well as official party endorsement. anti-semitic graffiti have appeared in warsaw. he was replaced afterward, but the campaign was maintained by hard-line polish communists. recently exiled poles interpret the christmas tirade as a veiled attack on deputy prime minister mieczyslaw rakowski, long a moderate and openly opposed to the use of anti-semitism, and perhaps also on gen. each has suffered and inflicted suffering. ugly as the use of anti-semitism is - in poland of all places, where millions of jews were murdered by the nazis - there are ironies that illuminate the present situation.","the sinister christmas issue of a communist party paper blaming poland's troubles on jews provides a glimpse of the power struggle under military rule.   the paper, the voice of szczecin, was published under strict censorship so presumably it has police as well as official party endorsement. it said jews had been causing trouble for poland since 1947, and recently tried to take power through dissidents.   this kind of smear is not new. anti-semitic graffiti have appeared in warsaw. leading solidarity advisers have been accused of links with ''zionist centers.'' a shadowy organization called grunwald emerged a year ago distributing nationalist and anti-semitic propaganda in a way that to many poles smacked of police provocation. grunwald was the site of a battle in 1410 when the poles beat the teutonic knights, a medieval symbol."
"by some accounts, it dates from the 1920's, but many people believe it actually got started when the author carter g. woodson founded negro history week in the 1930's, designating it the second week in february. nikki giovanni, the poet, will appear at the college on feb. the school is also offering a free ''gospel extravaganza'' at 8 p.m. in kendall hall thursday; a panel on carter g. woodson, who also wrote ''the miseducation of the negro'' in 1931, in the student center at 7:30 p.m. friday. information: (609) 771-2467 or (609) 771-2264. both evenings will be in the college's wilkins theater. the museum is getting started saturday with an exhibit of paintings and sculpture. 27 at 1:30, the chuck davis dance company will give a children's performance, and three films -''umoja: tiger and the big wind,'' ''kuumba: simon's new sound'' and ''the seven wishes of joanna peabody'' - will be shown at 1:30 and 3 p.m.

richard alston, an east orange pianist, will give a concert at 3 p.m. next sunday, and the bobby watson quintet will perform on the 21st at 3 p.m.

the museum, at 49 washington street, is open daily from noon to 5 p.m. admission is free. it includes photographs, flyers, books, posters, magazines and other items. gallery hours are 11 a.m. to 4 p.m. monday and wednesday and 11 a.m. to 8 p.m. tuesday (closed feb. a number of traditional west african ceremonial art objects are also on display. the museum is at east ridgewood avenue and farview avenue.","by some accounts, it dates from the 1920's, but many people believe it actually got started when the author carter g. woodson founded negro history week in the 1930's, designating it the second week in february.   whatever its origin, black history month has become a tradition each february, bringing with it special performances, films, lectures, exhibits and celebrations, many of them free.   here is a sampling of the offerings scheduled this year: the celebrations open with flair tomorrow night in ''an evening with geoffrey holder,'' the actor, director, dancer, choreographer, impressionistic painter, designer, composer and author. mr. holder is said to do ''a little bit of everything'' in the evening, all of it amusing and entertaining. he will appear at kendall hall of trenton state college at 8 p.m., and admission is $1.   nikki giovanni, the poet, will appear at the college on feb. 17 with a creative writing session at 1 p.m., an autograph session at 4 p.m. and a lecture and poetry presentation at 8 p.m. in the brower student center ($1)."
"media giant sony have acquired the online video startup grouper, according to a press release. even so, it seems like an extremely high price by anyone's standards. it's also worth noting that grouper's content is fairly edgy, and it lists even more copyrighted content than its rival - the top rated videos are currently full episodes of south park, the simpsons and family guy.","media giant sony have acquired the online video startup grouper, according to a press release. the current management will stay on at grouper, working with a team at sony pictur..."
"about a year ago, apple announced it would make your home a lot smarter with its siri-controlled homekit. the comments from the apple spokesman contrast with a report in fortune on thursday that stated homekit would be delayed until september.","third-party devices enabled with homekit are slated to come to market in june, an apple spokesman told the wall street journal."
"and allergan plc, the maker of botox, are considering a merger, the wall street journal reported, setting the stage for what could be one of the largest deals in the drug industry’s history. late wednesday, joan campion, a spokeswoman for pfizer, said the company does not comment on speculation, while mark marmur at allergan declined to comment. allergan has been active on both sides of the deal table and has accounted for about $131 billion in deals over the past two years.","pfizer inc. and botox-maker allergan plc are considering a merger, the wall street journal reported, setting the stage for what could be one of the largest deals in the drug industry’s history."
"frankfurt, aug 11 (reuters) - european exporters glimpsed the possible progressive erosion of lucrative benefits from the weak euro on tuesday, as china's surprise devaluation made foreign goods more expensive for its consumers and corporate customers. ""the timing certainly aligns with current efforts to further prop up growth in non-financial sectors,"" wrote ihs global insight china economist brian jackson. china has already produced global telecoms equipment maker huawei and has created the world's biggest rail conglomerate, crrc, by merging two trainmakers. but he saw large infrastructure, power transmission and coal power generation and makers of low-end mining equipment, such as crushers and grinders, as sectors where china was competitive. state-sponsored huawei is already neck and neck with sweden's ericsson in telecoms equipment and analyst sylvain fabre at gartner said the devaluation could further strengthen its hand and that of peer zte. there are lots of things that come into play, not just currency,"" he said.","frankfurt, aug 11- european exporters glimpsed the possible progressive erosion of lucrative benefits from the weak euro on tuesday, as china's surprise devaluation made foreign goods more expensive for its consumers and corporate customers. china is the second-biggest buyer of eu goods after the united states, accounting for 14 percent of exports from the..."
"11/24/2015 at 04:20 pm est

in tyler shields' new star-studded, marie antoinette-era photo series

, and people has an exclusive first look at the

actress rocking a powdered wig and period costume. ""i wanted to give my version of an inside look into what i imagine it would be like if you were able to take a photograph of the court of the palace of versailles and tuileries palace, an intimate look inside one of the most fascinating times in history,"" says shields, 33, who shot the project using a 50-year-old camera.","decadence opens at the maddox gallery in london on feb. 4, 2016."
"01/19/2016 at 08:05 pm est

reeling from the news of

is longtime friend and fellow musician

""i knew him for 50 years,"" an emotional seger told

. "" ""he had a drive, an imagination and a talent that was just titanic,"" said seger. "" he wrote those chords,"" seger said of the eagles' guitarist's skills on the piano – adding that he was classically trained from a young age. we don't release an album 'til it's good.'"" in november, henley told seger that frey had been hospitalized in new york. and he kept doing this until six months before he died.""","""he had a drive, an imagination and a talent that was just titanic,"" seger tells billboard"
"from bookmakers to ""super bowl squares"", gambling on the outcome of the super bowl is big business.here's a look at some of the more unusual proposition bets (wagers on a very specific outcome) that are being taken on the ""big game"" by one of the premier online gambling sites, bodog.com this year for the indianapolis colts vs. new orleans saints matchup in miami, fl on sunday, february 7th.by brian beers, senior producer for cnbc.com","here's a look at some of the more unusual proposition bets that are being taken on the ""big game"" by one of the premier online gambling sites, bodog.com this year."
"a massachusetts-based startup is aiming to launch a ride-hailing service where all the drivers — and customers — are women. chariot for women, the brainchild of a former uber driver in the boston area, aims to launch its women-based driving service nationwide on april 19. in an e-mail to the globe, pelletz said chariot for women fares would be comparable to competitors like uber and lyft, but without the surge pricing.",a massachusetts-based startup is aiming to launch a ride-share service where all the drivers — and customers — are women.
"manager, strategic maintenance and material planning, jetblue airways

tim russo had never really known anyone with autism before. we started talking about aircraft routing and pairing,” tim says. “ russo, who manages strategic initiatives within technical operations for jetblue (no. but russo has made sure to introduce his mentee to the whole aviation world: in april, russo took harris and his family on a multi-day tour of the jetblue headquarters and jfk airport, introducing him to all of the teams that work behind the scenes to keep the company running. “","location: queens, n.y.
 
tim russo had never really known anyone with autism before. but in september 2013, when he was volunteering at jetblue’s blue horizon for autism event, which lets fa..."
"bernie sanders said tuesday that his primary bid against hillary clinton was far from over, pointing to his victory in indiana and strength in upcoming races as a sign of his durability in the presidential campaign. the vermont senator acknowledged that he faced an “uphill climb” to the democratic nomination but said he was “in this campaign to win and we are going to fight until the last vote is cast.” sanders said he had no intention to drop out of the race and rejected the notion that his criticism of clinton’s record on issues like trade, campaign finance and the iraq war would help trump. “there is nothing that i have said about secretary clinton that the republicans are not more than aware of.",hillary clinton is more than 90% of the way to clinching the democratic nomination.
"if comedian eddie griffin didn't know the n-word was banned and buried, he found out when the publisher of black enterprise magazine pulled the plug on his raunchy standup routine. graves, a prominent businessman whose labor day weekend event attracts corporate sponsors like aetna, pepsi and fedex, got a standing ovation.","if comedian eddie griffin didn't know the n-word was banned and buried, he found out when the publisher of black enterprise magazine pulled the plug on his raunchy standup routine."
"17— as jury selection in the murder case against o. j. simpson entered its fourth day, a sister of nicole brown simpson complained today that people were trying to profit from her family's loss by selling halloween masks portraying both the victim and the murder suspect. on friday, judge ito hinted that he was sympathetic to the defense argument and might bar any test results produced after a certain date from the trial. simpson and his former wife were in ""extremely bad taste."" ""it is a holiday where children dress up and have a good time pretending to be someone else,"" she said. "" after long keeping silent, members of the brown family have recently begun to speak about their feelings that they have been exploited by people trying to sensationalize and profit from their loss. the statement today was distributed by human options capital campaign cabinet, an organization that helps victims of domestic violence. ""i don't care to relive those memories,"" she said, her voice quaking. ""","as jury selection in the murder case against o. j. simpson entered its fourth day, a sister of nicole brown simpson complained today that people were trying to profit from her family's loss by selling halloween masks portraying both the victim and the murder suspect.   the sister, denise brown, went public with her complaint in a written statement distributed to reporters. in court, eight potential jurors were questioned today and four others were dismissed."
"a german nurse jailed for life last year for murdering two patients is now a suspect in at least 33 more deaths, investigators said wednesday, adding that he has admitted to have killed even more. analyses carried out on 99 exhumed patients at delmenhorst suggest that at least 33 were killed by the nurse through lethal injections, investigators said wednesday. the grisly case dates back to 2005, when a colleague witnessed niels h. injecting a patient at the delmenhorst hospital. the sweeping investigation is expected to take many more months.","a german nurse jailed for life last year for murdering two patients is now a suspect in at least 33 more deaths, investigators said wednesday, adding that he has admitted to have killed even more."
"japan’s nuclear catastrophe has triggered a wave of debate across nations about the future of nuclear energy, but everyone can agree that safety improvements are needed now. though the industry by necessity has to think long term—due to permissions and planning it may take 10 years to build a facility that will have a 40- to 60-year life span—nuclear power companies are as beholden to wall street’s short-term mentality as any corporation.) but perhaps a more threatening form of concentration in this dangerous industry is at the facility level. regulators now say they will use lessons from the disaster at fukushima to improve nuclear plant safety. on march 12 the american nuclear society noted the dire events, but continuing the tradition of risk analysis in the industry reassured us: in an event like this, “containing the radioactive materials could actually be considered a ‘success’ given the scale of this natural disaster that had not been considered in the original design.","japan's nuclear catastrophe has triggered a wave of debate across nations about the future of nuclear energy, but everyone can agree that safety improvements are needed now. by charles perrow, contributor fortune -- we continue to populate our planet with systems that have catastrophic potential despite the known risks. case in point: nuclear power plants,…"
"thanks to the huffington post's shame-on-you report, credit card companies

taking a cut of charitable donations made to haiti relief efforts using credit cards. at

, software developers have banded together to donate 100% of profits from a growing number of apps -- there's skeeball and balloon boy -- to the red cross. last but not least: if you're itching to update your look, handbag designer extraordinaire

will hand over 25% of your purchase to the red cross and doctors without borders through jan.","thanks to the huffington post&#039;s shame-on-you report, credit card companies stopped taking a cut of charitable donations made to haiti relief efforts using credit cards.  other companie"
"at this california home, be the king of your own castle — literally. a bona fide castle is on the market in the town of oak glen for the relatively inexpensive price of $999,000. plus the wooden front door is so heavily padlocked and adorned with metal accouterments that it looks like it could lead to a dungeon. over the 7-acre estate, there’s also an apple orchard, grape vines and cherry blossom trees. “it’s a pain in the butt,” jokes a representative who answered the phone at allgower’s office. “","at this california home, be the king of your own castle — literally. a bona fide castle is on the market in the town of oak glen for the relatively inexpensive price of $999,000. (it’s been on and …"
"the knicks’ derrick rose welcome video is just one giant troll job. the knicks deleted the tweet, along with a “good morning” vine that also showed rose scoring against lopez. if you were wondering whether the knicks had moved on from the trio of departed players, this is your answer.","the knicks’ derrick rose welcome video is just one giant troll job. each highlight is of rose against the knicks, and virtually all of them involve a player the knicks just traded to chicago.…"
is suing her co-star for $25 million ... claiming the woman got her falsely painted as a violent criminal.,"""blood, sweat & heels"" star geneva thomas is suing her co-star for $25 million ... claiming the woman got her falsely painted as a violent…"
"police in thailand questioned the wife of british journalist andrew macgregor marshall on friday, reportedly grilling the thai national over recent social media posts by her husband that may have breached the country’s strict lèse-majesté laws. thitirat nongharnpitak, commander of central investigation bureau, confirmed the detentions to agence france-presse, and said a laptop, ipad and documents were also seized.",insulting the monarchy in thailand is punishable with lengthy jail terms
"sagamihara, japan—a man broke into a residence for disabled adults outside tokyo early tuesday morning and stabbed to death 19 people, authorities said, one of the worst mass murders in recent decades in a country known for its low crime rate.","a man broke into a residence for the disabled outside tokyo early tuesday morning and stabbed to death 19 people, authorities said, one of the worst mass murders in recent decades in a country known for its low crime rate."
"families move for a wide variety of reasons. for parents, whether they are changing homes specifically to find a better environment for their children or for some other reason (like finding more affordable housing), their kids' best interests are usually a high priority. we considered graduation rates and student proficiency in math, reading and writing. 80% of the area's students test as proficient in math and 74% in reading and language arts. try smartasset's free mortgage calculator. this nebraska city rates extremely well for environmental quality and children's health. smartasset's research found that 35 out of every 1,000 businesses in the rochester area are kid-friendly entertainment venues. a child's health and safety is the top concern for most parents and on that front the norwich metro area, which includes the city of new london, rates very well. the region's schools rate especially well, with a graduation rate of 90% and high levels of proficiency in math and reading. to find the best cities for children, smartasset looked at data on children's health, education and quality of life in every u.s. next, we looked at data on health and environmental factors. we considered the infant mortality rate (deaths per 100,000 births) and child mortality rate (deaths per 100,000 children age 18 or younger). we also looked at the frequency of water quality violations in each metro. the metro with the best ranking received a 100. data on the intergenerational mobility in each city comes from harvard's equality of opportunity project.","families move for a wide variety of reasons. in one u.s. census bureau survey of americans who had recently relocated, roughly half of all respondents cited housing as the primary reason for their"
"by nancy mills special to the daily news

thursday, march 22th 2001, 2:20am

hollywood - jason lee's story sounds too good to be true. first up is ""heartbreakers,"" opening tomorrow. he's very sweet and very understanding and forgiving. ""i was determined to become a professional skateboarder, and i worked very hard at it, and it happened,"" he says. "" ""people are surprised that i'm not the typical young hollywood actor,"" he says. "" but because i was funny at school, all the nonskaters, jock types and cheerleaders liked me."" ""it was fortunate that i experienced pressure and limelight,"" he says of his athletic days. ""","hollywood - jason lee's story sounds too good to be true. seven years ago, he was a 23-year-old professional skateboarder growing bored with his sport. so he said to himself, ""i like movies. wouldn't it be interesting to play characters?""""i didn't know anything about acting,""he says, laughing at his innocence. ""i just tried it on a whim because it seemed like it would be fun.""it"
